ID	TD1	TD2	BM1	TD3	BM2	BM3	TD4	TD5	TD6	BM4	TD7	TD8	BM5	TD9	BM6	BM7	BM8	BM9	TD10	BM10
ID_390006	0	0	0	2.83533e-05	0	0	0	0	0	0	1.44415e-06	2.71357e-06	0	2.8067e-05	0	0	0	0	0	0
ID_390038	0	0	0	0	0	0	0	0	0	6.6061e-07	0	0	0	0	1.06468e-06	0	3.32504e-07	0	0	1.82759e-06
ID_390044	1.02039e-06	0	2.39434e-06	0	0	2.34045e-06	6.44014e-06	6.02328e-07	2.04902e-05	0	7.80823e-07	6.42297e-06	1.3641e-05	0	0	0	0	0	7.03183e-07	0
ID_390117	0	0	0	0	0	0	6.12564e-08	1.38503e-07	0	0	0	3.87583e-08	0	0	0	0	0	0	0	0
ID_390124	3.48883e-06	4.20764e-06	0	8.81945e-07	6.32009e-07	4.94959e-07	8.82899e-06	1.01284e-05	2.51904e-05	2.65864e-06	5.58718e-06	1.93378e-05	2.29983e-06	7.66878e-06	4.66124e-07	6.3641e-06	1.10279e-07	2.4522e-07	3.23105e-05	1.34054e-06
ID_390157	0	0	0	2.90642e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID_390211	0	0	1.72643e-05	0	2.99922e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.40581e-06
ID_390297	0	2.5065e-06	0	0	0	0	2.22651e-06	1.06888e-06	1.84993e-06	0	1.08836e-06	4.2108e-06	0	1.00767e-07	0	0	0	0	0	0
ID_390304	0	0	0	0	0	0	1.33878e-06	1.20671e-06	0	0	0	1.19251e-06	0	3.9029e-07	0	0	0	0	0	0
ID_390389	0	1.60404e-07	7.14285e-07	3.37592e-07	0	0	4.63361e-07	1.51202e-07	1.64854e-07	0	1.26141e-07	2.79991e-07	0	6.35562e-07	0	0	0	0	1.8889e-07	4.03031e-07
ID_390436	2.00098e-05	0	4.49416e-07	1.57364e-05	0	1.01161e-06	4.26234e-06	1.44847e-06	5.60793e-07	0	9.8383e-07	7.3945e-06	0	2.70594e-05	8.02177e-07	0	1.12817e-06	5.66282e-07	1.75608e-05	9.20516e-07
ID_390535	0	0	0	0	0	0	1.13023e-05	0	1.46367e-06	0	0	0	0	0	0	0	0	0	0	0
ID_390599	3.76356e-08	1.53288e-06	0	0	0	0	1.70934e-06	6.23533e-07	1.66169e-06	0	9.39752e-07	3.08997e-06	0	8.90488e-08	0	0	0	0	2.18768e-07	0
ID_390638	3.15842e-08	1.10364e-07	0	0	0	0	0	0	0	1.39371e-06	6.69459e-08	0	0	0	0	0	0	0	0	0
ID_390682	0	1.59287e-06	3.02406e-06	6.95079e-07	0	0	0	0	0	4.78988e-06	0	0	0	0	4.92177e-06	0	0	0	0	0
ID_390721	7.33949e-07	1.29579e-06	8.24249e-08	2.03069e-06	0	0	8.94983e-06	3.56839e-06	4.36085e-06	8.07124e-07	3.50745e-06	1.25337e-06	0	5.01257e-06	0	0	0	0	2.08474e-06	3.65402e-07
ID_390725	1.65175e-07	0	0	1.14447e-06	0	0	1.89908e-07	0	0	0	1.17052e-07	1.96128e-06	0	2.87385e-06	0	0	0	0	1.02472e-06	0
ID_390766	0	0	0	0	0	0	0	0	0	0	0	0	0	7.45325e-07	0	0	0	0	0	0
ID_390773	0	0	0	0	0	0	2.71279e-07	0	9.06566e-07	6.49852e-07	9.41581e-08	6.01884e-07	0	0	0	0	0	0	0	0
ID_390819	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2114e-07	0	0	0	0	0	0
ID_390859	0	0	0	0	0	0	0	0	0	4.54629e-07	0	0	0	0	0	0	0	0	0	0
ID_390880	1.15029e-06	0	0	2.27142e-06	0	0	3.95428e-07	0	0	0	0	4.65801e-07	0	3.83597e-06	0	0	0	0	1.45248e-06	0
ID_390892	2.98981e-07	7.34888e-07	1.87584e-06	2.55279e-07	4.82998e-06	3.01485e-07	3.57211e-08	0	7.47214e-07	9.16165e-06	7.79739e-07	3.97665e-08	7.89541e-06	7.41425e-08	1.30498e-05	6.26382e-06	2.27844e-06	4.00527e-06	2.27883e-07	3.59873e-06
ID_390990	0	0	0	0	0	0	0	0	0	2.34305e-07	0	0	0	0	0	0	0	0	0	0
ID_391019	0	0	0	0	0	0	0	0	0	2.43699e-07	0	0	0	8.41126e-07	0	0	0	0	0	0
ID_391491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26971e-06
ID_391623	0	0	1.53109e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID_391657	0	0	3.65619e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID_391674	0	3.93753e-08	0	3.58909e-08	0	0	0	1.9165e-08	6.0605e-08	1.66003e-07	2.39445e-08	0	0	0	0	6.77554e-07	0	3.74518e-07	0	5.00941e-07
ID_391895	0	3.98288e-08	0	0	0	0	0	0	0	5.08718e-07	0	0	0	0	1.79496e-07	0	0	0	0	9.20932e-07
ID_391950	0	0	0	0	0	0	0	0	0	2.85834e-07	8.28299e-08	0	0	0	0	0	1.41282e-07	0	0	0
ID_392121	1.39142e-06	2.84189e-07	3.87908e-05	2.67973e-06	6.2395e-06	9.20625e-07	4.37008e-07	6.59973e-07	8.21863e-07	0	0	0	1.62532e-06	3.27612e-08	3.30731e-07	0	3.1941e-06	0	8.49687e-07	3.96451e-06
ID_392142	4.53758e-08	0	1.05891e-05	3.47841e-08	4.6906e-07	4.01785e-05	0	0	1.61274e-07	1.31289e-05	1.41684e-07	0	1.94717e-05	1.44128e-07	1.88981e-05	0	3.10189e-05	1.83456e-05	0	3.07119e-05
ID_392147	3.17871e-05	2.20043e-07	0	1.26366e-05	1.31144e-06	8.04545e-07	7.28403e-06	6.24293e-05	2.29765e-05	1.52707e-05	0.000127194	3.47477e-06	0	1.35914e-05	1.2804e-06	0	3.68576e-06	1.42059e-06	8.72925e-07	5.64727e-07
ID_392243	1.40222e-05	7.5087e-06	1.16937e-06	1.33058e-05	0	7.8015e-07	1.71167e-05	9.18038e-06	1.19417e-05	0	5.66443e-06	1.1664e-05	0	6.21231e-06	0	0	1.68029e-06	1.96176e-06	1.18361e-05	0
ID_392271	2.57224e-05	0.000116148	6.40582e-06	3.05181e-05	3.34099e-06	9.19641e-07	3.4631e-05	1.7774e-05	3.96548e-05	2.1743e-05	1.56165e-05	1.39386e-05	8.75015e-06	2.40368e-05	2.86422e-05	1.70393e-05	5.15038e-06	2.26761e-05	4.18739e-05	2.53784e-05
ID_392295	1.49638e-05	6.72732e-06	8.11817e-05	5.3726e-06	0.000234064	0.000275886	1.79439e-06	0	1.40479e-05	0.000221693	9.49283e-06	1.91298e-06	0.000182339	2.47032e-06	9.08569e-05	0.000245034	0.000117625	9.3117e-05	4.30109e-06	4.12918e-05
ID_392384	0	0	0	0	0	0	0	0	6.95616e-08	2.37771e-06	1.15107e-07	0	0	0	0	4.46065e-07	3.94679e-07	1.26955e-07	0	0
ID_392468	0	0	4.69953e-06	0	0	3.37797e-07	0	0	0	0	0	0	0	0	3.85531e-06	0	1.29329e-07	1.91671e-05	0	1.40671e-05
ID_392533	0	0	0	0	0	0	0	0	0	0	0	8.37298e-08	0	0	0	0	0	0	0	0
ID_392783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68385e-07	0	0
ID_392888	0	0	0	0	0	0	8.38369e-08	0	0	0	0	0	0	5.79468e-08	0	0	0	0	0	0
ID_392913	3.40757e-07	1.17709e-05	0	0	0	0	5.4602e-06	1.4142e-06	1.23188e-05	9.1588e-07	2.32829e-06	1.05103e-05	0	5.00309e-08	0	9.47307e-07	0	0	7.6671e-08	4.16e-07
ID_393133	0	0	5.39778e-06	0	1.02926e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.71225e-07
ID_393243	3.52816e-07	0	1.90611e-05	8.37031e-08	1.48508e-06	0.000103394	0	0	4.13337e-07	3.49952e-05	3.33533e-07	0	4.0837e-05	1.71562e-07	4.32324e-05	0	6.5971e-05	5.00178e-05	8.69661e-08	7.64018e-05
ID_393503	8.55257e-08	0	3.86168e-05	0	0	0	0	0	0	0	0	0	1.75206e-06	0	0	0	0	0	0	7.75085e-07
ID_393585	0	0	7.31633e-07	7.82128e-07	3.97488e-07	0	0	0	0	1.39565e-06	0	0	0	0	0	0	0	0	0	1.64042e-07
ID_393812	0	0	0	7.8437e-08	0	0	0	0	0	0	0	1.1361e-07	0	1.54828e-06	0	0	0	0	0	0
ID_393893	0	0	0	4.60198e-08	0	0	9.68055e-08	0	0	0	0	1.44588e-07	0	1.17785e-07	0	0	0	0	4.605e-08	0
ID_394150	0	0	1.60457e-05	0	0	0	0	0	0	0	0	0	0	0	5.35144e-06	0	1.529e-05	9.88251e-06	0	1.00604e-05
ID_394368	4.65446e-06	2.78949e-07	9.2321e-07	1.11211e-07	0	0	3.92585e-06	0	0	0	2.48601e-07	6.09503e-07	0	1.31917e-06	6.1553e-06	0	0	7.73653e-07	2.71632e-06	0
ID_394454	5.32586e-05	1.89901e-05	1.39487e-05	2.78611e-05	0.000118076	4.77795e-06	1.98569e-05	7.37121e-05	2.96101e-05	5.12223e-06	2.37366e-05	6.33208e-06	6.56835e-06	1.20446e-06	9.18995e-05	6.21994e-06	1.644e-05	1.0071e-05	0.000106202	3.2793e-05
ID_394473	7.56292e-08	7.77096e-08	0	2.71894e-07	1.57289e-07	0	0	0	6.75961e-08	5.46803e-07	3.02067e-07	0	0	1.21684e-08	5.80333e-07	0	5.50295e-08	7.43405e-07	0	6.64289e-07
ID_394563	0	0	2.91451e-06	0	0	0	0	0	0	0	0	0	0	0	1.15428e-06	0	1.80129e-07	8.97361e-06	0	6.30649e-07
ID_394988	0	0	0	0	0	0	5.33896e-08	0	0	0	0	1.19201e-07	0	0	0	0	0	0	0	0
ID_395007	0	0	0	0	0	0	0	0	0	0	0	1.08018e-07	0	0	0	0	7.66427e-08	0	0	0
ID_395023	1.39873e-05	6.7279e-06	0.000110522	3.21417e-05	0.000172972	0.000171836	7.15643e-06	5.95984e-06	1.08446e-05	0.000169805	7.39447e-06	1.85154e-05	0.000137176	1.65542e-05	0.000117602	0.000154272	0.000171884	0.00020383	2.88471e-05	9.50623e-05
ID_395079	4.45338e-06	0	0	0	0	0	1.55164e-05	2.29774e-06	2.07174e-05	0	2.37255e-06	0	0	2.20053e-06	0	0	0	0	0	0
ID_395317	2.08312e-07	0	3.95654e-05	0	4.38703e-07	0	0	0	0	0	0	0	1.19249e-06	0	0	0	0	0	0	1.11666e-06
ID_395328	0	0	0	0	0	0	0	0	0	0	0	8.2831e-08	0	0	0	0	0	0	0	0
ID_395395	8.87738e-07	6.75149e-07	0	2.20622e-06	0	0	1.09899e-06	8.42256e-07	1.02386e-06	0	8.56734e-07	4.9393e-07	0	9.96292e-07	6.41901e-06	0	0	0	1.33395e-06	0
ID_395398	0	0	0	1.30238e-07	0	0	1.89429e-07	0	9.82902e-08	0	0	3.43763e-07	0	0	0	0	0	0	0	0
ID_395567	0	1.11583e-05	0	0	0	0	5.09302e-06	1.5332e-06	9.53628e-06	0	2.84794e-06	1.17054e-05	0	3.67819e-07	0	0	0	0	2.2374e-07	0
ID_395587	0	0	4.99704e-07	1.62603e-07	2.95722e-06	1.09457e-06	0	0	1.29998e-06	6.22762e-06	7.34004e-07	0	0	0	1.39807e-06	0	5.67558e-07	4.26912e-07	0	2.94808e-05
ID_395618	2.57098e-07	0	1.08333e-05	2.22293e-07	1.96461e-06	6.65922e-05	0	0	2.74637e-07	2.4593e-05	2.98221e-07	0	2.71867e-05	3.21217e-07	2.66919e-05	0	4.41012e-05	4.03961e-05	5.99164e-07	5.43664e-05
ID_395775	0	7.68378e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04989e-07
ID_395834	4.46439e-08	2.22183e-07	0	4.53254e-07	0	0	5.20553e-06	4.10881e-07	1.8629e-06	0	2.75615e-07	2.9298e-06	0	5.37553e-07	0	1.33819e-06	0	0	2.63694e-07	0
ID_395853	0	0	0	0	0	0	5.5486e-08	0	0	0	0	2.06748e-08	0	0	0	0	0	0	0	0
ID_395878	3.55399e-06	0	0	1.08215e-06	0	0	0	1.54726e-07	3.19088e-07	1.19887e-06	3.85257e-06	1.57627e-07	0	1.16632e-06	0	0	0	0	1.93149e-06	0
ID_396305	1.32777e-06	0	0	0	0	0	0	0	0	0	0	0	0	3.96973e-06	0	0	0	0	4.77826e-06	0
ID_396318	2.96031e-06	0	2.03726e-06	2.82193e-06	0	2.17391e-07	1.73412e-06	1.1619e-05	4.00418e-06	2.14541e-06	2.11863e-05	6.03992e-07	0	3.98046e-06	0	0	4.96133e-07	7.45648e-07	6.56854e-08	0
ID_396449	1.31663e-05	9.47486e-05	4.48428e-07	4.97976e-06	5.77304e-07	1.16707e-06	2.76557e-05	1.39333e-05	2.83989e-05	2.42711e-06	1.19361e-05	1.09618e-05	1.56361e-06	4.30262e-06	2.13521e-07	6.64334e-06	9.43076e-06	4.52715e-07	9.90678e-06	7.32721e-07
ID_396500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08651e-07
ID_396623	0	0	0	2.14565e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID_396699	6.34316e-08	0	0	1.02889e-07	0	0	0	0	0	4.63207e-07	6.76823e-08	0	0	0	0	0	0	0	0	2.93549e-07
ID_396771	0	0	0	0	0	0	3.49125e-07	3.57266e-07	2.70166e-07	0	3.33829e-07	3.76692e-07	0	5.10452e-07	0	0	0	0	3.22873e-07	0
ID_396901	0	0	0	0	0	0	0	0	0	1.01633e-07	0	0	0	0	0	8.31686e-07	0	5.68235e-07	0	4.89637e-07
ID_397067	2.50954e-07	4.12458e-07	1.80506e-06	6.71553e-07	0	0	9.75474e-07	5.13457e-07	3.74757e-07	0	4.50452e-07	1.22959e-06	0	1.2506e-06	1.02889e-06	0	0	0	3.09834e-07	1.28229e-06
ID_397197	6.30222e-06	9.71214e-07	7.77261e-08	6.74802e-06	0	4.6826e-07	3.44762e-06	7.83056e-07	2.72409e-06	1.76337e-07	1.1974e-06	9.09425e-07	4.56877e-07	6.80573e-06	1.85937e-07	0	8.74177e-08	0	4.26812e-06	0
ID_397220	2.88451e-06	0	1.35826e-07	6.83247e-06	0	4.7611e-07	1.58552e-06	2.87054e-05	1.67703e-05	8.7035e-06	7.39565e-05	1.7617e-08	0	1.35754e-05	0	0	1.9803e-06	5.14963e-07	5.93313e-07	0
ID_397258	1.62645e-05	3.90462e-07	0	0	0	0	0	0	0	7.77082e-07	7.42842e-08	0	0	0	0	4.24379e-06	0	0	0	0
ID_397280	1.29453e-06	5.44274e-07	0	3.62159e-06	0	1.12987e-06	1.03407e-05	1.4535e-06	2.29455e-06	1.20081e-06	3.03182e-07	6.12902e-06	0	7.40062e-06	2.55443e-06	4.82174e-06	6.14854e-07	0	1.74917e-06	2.98395e-06
ID_397399	2.15822e-07	1.32138e-06	1.57258e-07	0	0	3.91607e-07	7.61074e-07	0	7.3774e-07	0	0	2.29472e-07	4.57973e-07	0	0	7.27883e-07	0	0	0	6.46658e-07
ID_397628	0	2.73794e-07	0	0	0	2.84675e-07	5.84241e-07	5.40842e-07	1.04981e-06	6.44795e-07	9.26571e-08	2.92266e-06	0	0	0	0	0	2.40216e-07	0	0
ID_397673	1.65586e-05	0.000122577	2.93691e-06	1.29711e-05	7.50913e-06	5.81974e-06	3.37445e-05	1.21587e-05	4.20586e-05	5.78168e-06	7.13987e-06	1.23009e-05	1.69049e-06	8.07574e-06	2.81902e-06	1.53448e-05	3.90139e-06	6.42255e-06	1.57303e-05	3.62588e-06
ID_397780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17112e-07	0	0	0	0	0
ID_397904	0	0	0	1.7166e-07	0	0	5.49426e-07	1.73045e-07	0	0	2.54149e-07	2.33679e-07	0	3.44565e-07	0	0	0	0	0	0
ID_397907	1.05615e-06	7.88691e-07	7.012e-08	8.64473e-07	2.24988e-07	3.7026e-07	6.57868e-08	0	4.31457e-07	4.32005e-06	6.36064e-07	3.10943e-07	0	4.17743e-07	5.15124e-06	1.29909e-06	4.69668e-07	1.46035e-06	3.77614e-07	5.17508e-06
ID_398028	0	0	0	2.3684e-07	0	0	0	0	0	0	2.20711e-07	0	0	2.36981e-07	0	0	0	0	2.18473e-07	0
ID_398250	3.3088e-06	1.72144e-06	0	0	0	0	3.91448e-06	0	3.93345e-06	0	2.75437e-06	0	0	1.93229e-06	0	0	0	0	2.80518e-06	0
ID_398286	0	0	0	0	0	0	0	0	0	0	0	1.80131e-07	0	0	0	0	0	0	0	0
ID_398385	7.84721e-08	0	0	1.26248e-07	0	0	0	0	2.14441e-07	1.17924e-06	0	0	0	0	0	0	0	0	0	3.65733e-07
ID_398396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.57962e-06
ID_398535	7.65004e-08	0	8.03181e-06	1.78105e-07	7.89995e-07	2.94589e-05	0	0	6.84694e-08	8.30404e-06	8.04365e-08	0	2.28807e-05	0	1.73969e-05	0	2.80062e-05	1.30096e-05	3.70096e-08	1.60383e-05
ID_398544	0	2.11911e-07	0	2.75442e-08	0	0	0	0	0	5.12205e-07	0	0	0	0	5.43445e-07	0	0	0	0	0
ID_398557	0.000174516	1.90489e-05	3.54488e-05	0.000149667	0.00010354	9.14737e-05	3.32304e-05	8.88573e-05	0.000110378	1.77353e-05	5.12993e-05	5.44955e-06	3.37586e-05	7.67447e-05	0.000117959	4.89951e-06	0.000126635	2.88221e-05	0.000114483	7.30762e-05
ID_398585	8.70411e-07	8.11082e-08	5.49796e-05	1.2009e-06	8.29654e-06	7.88341e-05	3.22975e-07	1.40752e-06	4.22139e-07	2.94067e-05	7.61065e-07	0	3.66303e-05	2.46708e-08	2.73302e-05	4.78127e-07	7.25282e-05	3.37147e-05	1.57832e-06	6.07498e-05
ID_398845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.81843e-06
ID_398991	3.81543e-08	0	7.60558e-06	0	2.02894e-06	8.07671e-05	0	0	7.05559e-08	3.03432e-05	3.70385e-07	0	2.90108e-05	3.16094e-08	3.47658e-05	0	1.19448e-05	4.55161e-05	1.15242e-07	7.44846e-05
ID_399020	2.13974e-07	0	3.22277e-05	0	0	0	0	0	0	0	0	0	4.52546e-07	0	0	0	0	0	0	2.10265e-06
ID_399022	0	1.43196e-07	0	4.86292e-07	0	1.54924e-07	0	0	5.13867e-07	0	0	0	4.52546e-07	7.66562e-08	5.4966e-07	7.17567e-07	2.68198e-06	0	0	0
ID_399132	1.76226e-07	0	0	9.18139e-08	0	0	0	0	5.29142e-08	4.29029e-07	1.20903e-07	0	0	0	9.03742e-07	0	0	0	0	4.12494e-06
ID_399239	0	0	0	0	0	0	0	0	0	2.07084e-06	0	0	0	0	1.7233e-06	0	0	9.47058e-07	0	4.79969e-06
ID_399504	1.3408e-05	0	4.02868e-05	2.25476e-05	9.84814e-05	2.74673e-06	0	0	3.80935e-05	5.24304e-06	1.25912e-05	0	3.53657e-06	1.08776e-05	3.62582e-05	0	3.95421e-06	3.05163e-06	3.7466e-05	1.54538e-05
ID_399540	0	0	1.63133e-05	0	4.74436e-06	0.000113839	0	0	4.13597e-07	2.46414e-05	7.39699e-07	0	4.30371e-05	0	5.12824e-05	0	0.000111388	4.49563e-05	7.458e-08	8.86708e-05
ID_399639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.48007e-06
ID_399718	0	1.94295e-07	0	3.78271e-08	0	0	0	0	0	2.93696e-06	0	0	0	0	2.4871e-07	0	0	0	0	0
ID_399767	0	0	1.20404e-05	6.69152e-08	0	0	0	0	2.2708e-07	0	0	0	0	3.42882e-08	0	1.27278e-06	4.18618e-05	0	0	0
ID_399828	0	0	7.43466e-06	2.67174e-05	0	0	0	0	7.61542e-06	0	0	0	0	4.29701e-06	0	0	9.56262e-06	0	0	0
ID_399950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20944e-06	0	0	0
ID_400122	0.00018126	1.84033e-05	3.22892e-05	0.000122498	8.69073e-05	9.30015e-05	2.68637e-05	7.70699e-05	9.00693e-05	5.34002e-05	3.65352e-05	5.68209e-06	3.18267e-05	5.22724e-05	0.000113599	9.19719e-06	0.000107957	5.16239e-05	8.05978e-05	9.04602e-05
ID_400158	4.94678e-07	0	1.75254e-06	0	1.08352e-05	3.38169e-07	0	0	0	0	0	0	4.939e-07	0	0	0	0	0	0	1.49933e-06
ID_400183	6.27462e-07	0	1.14135e-05	0	1.01292e-05	6.23999e-07	0	0	0	0	0	0	2.12194e-06	0	0	0	0	0	0	6.30259e-06
ID_400191	0	0	8.53779e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	3.46807e-07	0	0	0
ID_400408	0.000196392	1.81603e-05	7.03383e-05	0.000128853	0.000107711	5.12035e-05	2.62252e-05	7.99882e-05	0.000102078	2.97817e-05	3.96262e-05	5.2682e-06	3.37796e-05	5.7047e-05	9.33942e-05	1.18697e-05	6.8429e-05	3.43642e-05	8.39381e-05	6.65809e-05
ID_400433	0	0	4.19198e-06	0	0	0	0	0	0	0	0	0	0	0	1.01141e-06	0	0	0	0	5.54663e-07
ID_400517	0	6.01374e-08	0	2.47873e-07	0	1.14567e-07	0	0	1.54309e-07	0	0	0	0	0	0	1.06337e-06	1.78325e-06	0	0	1.54392e-07
ID_400563	0	0	9.11467e-07	1.48514e-07	0	0	0	0	1.38398e-07	0	0	0	0	2.43491e-08	0	0	1.37288e-06	0	0	0
ID_400690	5.13443e-08	0	0	0	0	0	0	0	6.79681e-07	1.48082e-06	3.22478e-07	0	0	0	3.9654e-07	0	1.83432e-07	0	0	2.2765e-07
ID_400696	3.36804e-07	0	0	7.76061e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID_400705	4.00954e-07	0	2.47215e-05	0	4.86996e-06	0	0	0	0	0	0	0	1.77927e-06	0	0	0	0	0	0	2.89482e-06
ID_400807	0	9.49187e-08	0	2.58943e-07	0	1.77616e-07	0	0	1.24254e-07	0	0	0	0	0	2.12936e-07	0	2.40129e-06	0	0	0
ID_400887	0	3.05224e-08	0	3.5969e-07	0	1.14969e-07	0	0	4.09834e-07	0	0	0	0	5.6786e-08	0	2.128e-06	2.43153e-06	0	0	1.56559e-07
ID_400896	4.46439e-08	0	0	3.68972e-08	0	0	0	0	2.02617e-07	0	9.98869e-08	0	0	0	3.63186e-07	0	1.70107e-07	0	0	0
ID_401145	1.5227e-07	0	3.44825e-05	0	5.44401e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.56539e-07
ID_401231	5.56621e-08	0	3.1733e-06	0	1.77844e-06	3.87767e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03657e-06
ID_401280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0208e-05	0	0	0	0	0
ID_401507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.98815e-06
ID_401536	0.000172163	2.0421e-05	1.22723e-05	0.000135944	0.000130536	5.72249e-06	3.30519e-05	8.32093e-05	0.000120811	1.13227e-05	4.05853e-05	5.70747e-06	7.63475e-06	6.65285e-05	7.73351e-05	4.4668e-06	2.04363e-05	1.13092e-05	0.00010866	2.97334e-05
ID_401574	2.34301e-07	0	1.59759e-05	3.09647e-08	3.26463e-06	0.000106962	0	0	2.07151e-07	4.74154e-05	7.89321e-07	0	4.55308e-05	3.17334e-08	4.338e-05	0	7.85825e-05	4.60609e-05	5.79092e-08	8.94307e-05
ID_401655	0	0	0	0	0	0	0	0	0	3.84431e-07	0	0	0	0	2.00445e-06	0	0	0	0	3.46856e-07
ID_401726	0	0	6.57378e-07	8.39999e-08	0	7.98554e-06	0	0	0	0	0	0	4.24137e-05	0	7.20267e-06	0	0	1.75306e-06	0	1.42402e-06
ID_401832	5.45155e-07	0	5.84298e-06	0	8.13743e-06	1.54558e-07	0	0	0	0	0	0	4.50412e-07	0	0	0	0	0	0	1.67864e-06
ID_401880	0	1.27195e-07	0	0	0	0	0	0	0	4.79951e-07	1.049e-07	0	0	0	0	0	0	0	0	0
ID_401993	4.16481e-07	0	2.69301e-05	0	7.71521e-07	2.38256e-07	0	0	0	0	0	0	9.28995e-07	0	0	0	0	0	0	8.72766e-07
ID_402139	0.000198049	0.000105999	4.43578e-05	0.000154362	0.000125856	0.000117285	6.7039e-05	0.000100923	0.000159924	6.96218e-05	5.67567e-05	1.57207e-05	4.07485e-05	8.44305e-05	0.000128106	1.34611e-05	0.00012225	6.25968e-05	0.000147019	0.000124056
ID_402163	9.56224e-05	9.78004e-06	7.14265e-06	4.50283e-05	4.42735e-05	2.01413e-05	1.70889e-05	3.15189e-05	4.12561e-05	1.32634e-05	1.13188e-05	1.52934e-06	3.1253e-06	1.85044e-05	1.60466e-05	4.95502e-06	7.65627e-06	9.45506e-06	2.1731e-05	3.46889e-05
ID_402264	1.02231e-07	0	3.98771e-05	0	0	0	0	0	0	0	0	0	3.25895e-07	0	0	0	0	0	0	1.97339e-06
ID_402337	2.6713e-07	0	0	7.17817e-08	0	0	0	0	8.28293e-08	0	0	0	0	0	0	0	5.40464e-06	0	0	0
ID_402359	8.3684e-07	0	1.31206e-07	0	1.58008e-05	5.3496e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	2.72132e-06
ID_402383	7.59281e-08	0	0	2.94627e-07	0	0	0	0	5.78692e-07	3.81336e-06	6.34386e-07	0	0	0	1.71651e-06	0	1.08166e-06	0	0	1.33192e-06
ID_402416	1.97209e-07	1.70192e-07	1.27657e-07	3.09647e-08	2.05226e-06	2.73793e-05	6.05157e-08	0	6.67682e-07	1.17628e-05	4.51939e-07	0	0	3.05359e-08	6.09583e-07	3.17168e-05	1.28475e-06	1.1282e-05	7.72122e-08	8.63551e-07
ID_402432	1.65124e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID_402688	0	0	1.26215e-05	4.04923e-08	0	0	0	0	9.26144e-08	0	0	0	0	0	0	0	4.60308e-05	0	0	0
ID_402785	1.88612e-07	0	0	3.58366e-08	0	0	0	0	4.33241e-08	0	0	0	0	0	0	0	0	0	0	0
ID_402833	8.73419e-05	7.76717e-06	4.7002e-05	7.04683e-05	3.60297e-05	1.22828e-05	1.66412e-05	4.85572e-05	6.4094e-05	1.17653e-05	1.71469e-05	2.94407e-06	2.47022e-05	2.71318e-05	5.71464e-05	7.5784e-06	2.41197e-05	1.16114e-05	6.01187e-05	3.55281e-05
ID_402887	0	7.38765e-08	0	4.72814e-08	0	0	0	0	0	1.94455e-06	0	0	0	0	1.3659e-06	0	0	0	0	0
ID_402920	0	0	1.1506e-06	6.57596e-08	5.45052e-06	9.52485e-07	0	0	1.07701e-06	3.99115e-06	1.13287e-06	0	0	0	6.46409e-07	0	4.60819e-07	1.03858e-06	0	5.65665e-06
ID_402961	0	0	6.81187e-06	0	0	0	0	0	1.32478e-07	0	0	0	0	0	0	0	5.68193e-05	0	0	0
ID_402968	0	8.42341e-08	0	1.93529e-08	0	0	0	0	0	3.61324e-07	0	0	0	0	5.67075e-07	0	0	0	0	0
ID_403274	0	0	1.50137e-05	0	0	0	0	0	1.70451e-07	0	0	0	0	7.05699e-08	0	0	4.2257e-05	0	0	0
ID_403291	0	0	6.15474e-08	2.96842e-08	0	0	0	0	1.36303e-07	6.90243e-07	5.97538e-08	0	0	0	4.36921e-07	1.13559e-06	0	0	0	1.67272e-07
ID_403420	0	0	0	0	0	0	0	0	5.08824e-07	0	0	0	0	0	0	0	0	0	0	0
