ID	TD1	TD2	BM1	TD3	BM2	BM3	TD4	TD5	TD6	BM4	TD7	TD8	BM5	TD9	BM6	BM7	BM8	BM9	TD10	BM10
ID_64	3.58202e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID_79	2.04292e-06	2.73984e-08	1.39625e-06	3.42854e-08	0	4.88819e-06	6.29875e-07	1.55237e-06	6.93127e-07	7.33047e-07	2.39838e-07	6.11936e-08	0	0	0	0	0	9.41372e-06	1.86071e-08	1.02182e-06
ID_192	1.40856e-06	0	0	2.14203e-06	0	0	5.66414e-06	0	2.41158e-07	0	0	0	0	2.48177e-06	6.13593e-06	0	9.24865e-07	0	0	9.37935e-06
ID_229	1.88518e-06	1.22784e-07	5.10934e-06	1.57901e-06	0	5.62913e-06	3.03255e-07	6.72771e-07	7.42401e-07	3.17365e-06	5.35086e-07	1.70952e-07	0	8.66792e-07	6.87833e-06	0	4.91044e-06	0	1.33918e-06	2.31885e-06
ID_266	0	0	0	0	0	6.66234e-07	0	5.64282e-08	0	0	0	0	0	0	2.89274e-07	0	6.81905e-07	0	0	7.32905e-07
ID_336	0	1.40935e-06	0	0	0	0	0	0	0	0	0	0	0	6.96786e-06	0	0	0	0	0	0
ID_414	0	0	0	1.60246e-07	0	0	1.39287e-07	0	0	0	0	2.82942e-07	0	0	0	0	0	0	0	0
ID_431	0	0	0	0	0	0	0	0	0	0	0	2.12848e-07	0	0	0	0	0	0	0	0
ID_432	0	0	2.0124e-06	0	0	0	0	0	0	0	0	0	0	1.42805e-06	0	0	0	0	0	0
ID_484	0	6.83988e-08	2.6873e-07	9.25614e-08	0	0	4.18344e-07	1.4812e-07	2.09663e-07	0	0	2.83951e-07	0	1.68874e-07	1.18451e-06	0	0	0	0	7.51829e-07
ID_718	0	0	0	1.71279e-08	0	0	1.25029e-08	0	0	0	0	0	0	3.16787e-08	0	0	0	0	0	0
ID_922	0	0	0	0	0	0	0	0	0	0	0	9.99245e-08	0	0	0	0	0	0	0	0
ID_976	0	0	0	0	0	0	1.33988e-07	0	0	0	1.75909e-07	0	0	1.25058e-07	0	0	1.13463e-06	0	0	0
ID_1077	0	0	0	0	0	0	0	7.48905e-06	0	0	3.85708e-08	4.07398e-06	0	0	0	0	0	0	0	0
ID_1194	0	0	0	0	0	0	7.20513e-08	0	0	0	0	0	0	0	0	0	0	0	0	0
ID_1205	0	0	0	0	0	0	0	1.13145e-07	3.26179e-08	0	0	1.51991e-07	0	1.19872e-07	7.33609e-07	0	0	0	0	0
ID_1316	0	0	0	0	0	0	0	0	1.27689e-07	6.95905e-07	5.04153e-08	0	0	0	0	0	0	0	0	0
ID_1541	0	0	0	4.80537e-08	0	0	5.36421e-08	5.84307e-08	2.52588e-08	0	3.89021e-08	1.58802e-07	0	1.4846e-07	0	0	0	0	7.19554e-08	2.25904e-07
ID_1900	0	2.62842e-07	0	1.42711e-07	0	0	1.08793e-07	1.76657e-07	1.26645e-07	0	0	8.29782e-08	0	9.02593e-08	0	0	0	0	0	0
ID_1941	0	0	0	6.9006e-08	0	0	0	0	0	0	0	6.14783e-08	0	0	0	0	0	0	1.23852e-07	0
ID_2034	0	0	0	0	0	0	0	5.87049e-08	0	0	0	0	0	0	0	0	0	0	0	0
ID_2112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.28818e-06	0
ID_2333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.21526e-07
ID_2373	0	8.36183e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID_2443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14821e-06	0	6.47405e-07	0	0	0
ID_2458	3.78083e-05	1.76587e-05	3.10134e-06	3.71969e-05	1.20308e-06	1.54541e-06	3.77891e-05	1.43036e-05	5.38943e-05	1.2957e-05	2.36299e-05	1.86427e-05	1.23995e-05	2.54849e-05	1.16746e-05	0.000184999	9.59623e-06	8.79431e-05	2.52043e-05	5.56428e-06
ID_2577	4.64516e-06	1.42279e-06	7.37961e-05	2.06186e-06	0.000124561	1.5999e-05	2.68053e-07	0	6.53313e-06	4.36971e-05	1.22827e-06	4.43606e-07	0.000227408	9.51097e-07	4.8973e-05	3.76022e-05	0.000219287	0.000155834	3.32586e-07	6.42134e-05
ID_2673	8.27303e-07	1.63249e-06	5.33956e-06	0	3.18392e-06	3.71227e-06	9.30624e-07	0	1.38329e-07	3.2115e-06	0	0	2.89355e-06	0	7.90279e-06	1.82083e-05	0	0	4.23127e-07	1.6226e-05
ID_2756	0	0	5.94266e-06	0	0	0	0	0	0	0	0	0	0	0	1.52293e-06	0	4.73764e-06	5.82584e-06	0	1.72355e-06
ID_2843	2.81134e-06	0	0	0	0	0	1.88356e-05	6.81994e-07	1.83317e-05	0	2.00387e-06	0	0	1.65939e-06	0	0	0	0	0	0
ID_2866	0	0	0	0	0	2.58002e-07	5.90492e-08	0	7.79579e-07	0	0	0	0	0	0	0	0	0	0	0
ID_3111	6.30817e-07	2.81796e-07	2.99885e-06	8.91483e-07	0	2.80744e-06	1.24448e-07	0	0	1.63061e-05	8.04518e-07	0	3.08024e-06	3.91549e-07	1.25358e-06	0	0	2.65787e-06	1.30488e-07	0
ID_3130	5.87783e-08	6.96337e-06	4.74549e-06	1.78102e-06	7.98552e-05	0	9.20809e-08	1.22774e-06	1.58769e-07	1.43004e-05	6.37356e-07	2.93607e-06	2.3219e-06	4.11458e-08	0	1.27742e-05	0	5.02403e-07	6.5484e-07	2.72069e-07
ID_3217	0	0	0	0	0	0	0	0	1.72481e-07	0	0	0	0	0	0	0	6.76438e-07	0	0	0
ID_3233	0.000105211	0.000270704	0.000175167	6.85181e-05	0.000258768	0.000284666	0.00012008	0.000101986	0.000127321	0.000234015	5.07106e-05	4.30042e-05	0.000221796	6.77955e-05	9.01569e-05	0.000281411	0.000270057	0.000274248	9.4253e-05	0.000117782
ID_3403	2.1748e-07	4.73929e-07	0	0	0	2.65673e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	6.02965e-06
ID_3407	1.48681e-05	4.90035e-05	2.95687e-07	5.94372e-07	1.89314e-06	1.22371e-06	1.35248e-05	4.02817e-06	1.49002e-05	0	6.71648e-06	5.73751e-06	0	3.18027e-06	2.36249e-06	5.28335e-06	0	0	2.33677e-06	0
ID_3485	0	8.10186e-07	0	2.67041e-07	2.77247e-06	7.80238e-07	2.04785e-07	0	1.05115e-06	0	3.03908e-07	4.34e-07	0	0	3.08137e-06	0	0	0	1.90913e-07	4.31737e-06
ID_3500	3.14313e-07	5.46018e-07	0	0	0	0	1.8754e-07	4.72242e-07	2.38309e-07	0	0	2.55205e-07	0	1.20051e-07	0	0	0	0	1.40698e-06	0
ID_3505	6.5717e-07	0	0	7.4836e-07	0	0	0	1.19978e-06	6.05574e-07	0	4.21972e-06	0	0	6.23051e-07	0	0	4.0198e-07	0	7.7002e-08	0
ID_3648	0	0	0	0	0	0	9.16433e-07	2.33015e-07	0	0	0	1.31195e-06	0	0	0	0	0	0	0	0
ID_3772	0	0	0	0	0	0	0	1.73272e-07	0	0	0	0	0	0	0	0	0	0	0	0
ID_3777	0	0	0	0	0	0	1.48023e-06	0	4.13291e-07	0	0	0	0	4.34549e-07	0	0	0	0	0	0
ID_3834	0	0	1.47614e-07	7.43599e-08	0	5.29795e-07	0	0	0	4.63533e-07	3.02516e-08	5.41311e-08	0	0	1.47003e-06	0	0	0	5.10706e-07	3.06846e-07
ID_3843	0	0	0	1.71652e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81752e-06	0	0
ID_3878	0	1.459e-06	0	2.33297e-07	2.67834e-06	0	5.7354e-07	9.26958e-07	0	0	0	8.11392e-07	0	0	0	0	0	6.425e-06	0	0
ID_3965	0	3.75424e-08	0	0	0	0	3.27457e-08	1.33287e-07	0	0	0	3.63931e-08	0	0	2.06341e-06	0	0	0	0	0
ID_4070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97702e-06
ID_4237	5.66802e-07	2.49236e-07	0	6.13661e-07	0	0	5.42116e-06	1.92036e-06	1.89038e-06	3.58685e-07	1.88259e-06	5.84885e-07	0	2.36442e-06	0	0	0	0	8.07375e-07	0
ID_4325	0	0	0	3.72793e-08	0	0	9.92579e-08	4.19693e-08	0	0	7.93757e-08	6.85309e-08	0	0	0	0	0	0	0	0
ID_4451	2.0388e-07	2.46572e-07	2.69692e-07	9.62382e-08	5.9426e-06	2.69681e-07	3.04569e-08	3.4702e-08	5.10522e-07	3.90512e-06	2.51741e-07	0	1.16447e-05	0	1.24709e-06	4.94134e-06	1.64777e-06	1.69535e-06	7.84593e-08	8.60659e-06
ID_4491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86807e-06
ID_4558	0	0	0	0	0	0	0	0	0	0	0	4.63608e-08	0	0	0	0	0	0	0	0
ID_4578	0	0	0	0	0	0	0	0	9.60457e-08	0	0	0	0	0	0	0	0	0	0	0
ID_4615	0	0	0	0	0	0	0	0	1.89516e-07	0	0	0	0	1.87334e-07	0	0	0	0	0	0
ID_4757	0	4.09687e-07	5.75813e-07	3.24948e-07	2.49971e-06	0	0	0	1.60899e-07	2.17391e-06	3.45894e-07	0	1.07122e-05	0	2.98078e-06	2.65865e-06	6.59694e-07	5.66127e-06	0	4.58572e-06
ID_4786	0	0	0	0	0	0	2.9638e-08	0	7.09687e-08	0	0	0	0	0	0	0	0	0	0	0
ID_4837	0	0	0	2.57501e-07	3.32502e-06	2.68576e-07	0	0	7.0598e-08	1.17043e-06	8.77089e-08	0	0	0	0	0	0	2.70144e-06	0	1.96464e-05
ID_4909	0	5.38803e-08	0	9.78842e-08	0	0	0	0	0	3.03921e-07	0	0	0	0	9.63494e-07	0	0	0	0	0
ID_5024	0	0	5.08527e-06	2.69976e-07	9.37385e-06	1.50583e-06	0	0	1.32988e-06	9.3304e-06	1.45621e-06	0	0	0	1.64252e-06	0	4.91334e-07	0	0	2.05557e-05
ID_5028	0	0	0	8.015e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID_5054	0	0	0	0	0	0	1.82096e-07	0	5.43784e-07	0	0	0	0	0	0	0	0	0	0	0
ID_5105	0	0	0	0	0	0	3.21482e-07	1.66796e-07	0	5.34987e-07	0	3.00818e-07	0	0	0	0	0	0	0	0
ID_5118	8.98597e-07	7.78245e-07	8.36739e-06	5.00504e-07	5.73899e-05	7.39884e-06	2.41947e-07	0	1.47302e-07	1.26762e-05	3.38922e-07	1.3961e-07	5.34369e-05	4.74913e-07	8.32318e-06	0	3.45735e-06	2.78595e-05	3.90309e-07	1.83257e-05
ID_5147	0	7.90276e-07	0	9.67073e-06	0	0	1.18897e-05	4.84321e-06	1.15169e-06	0	2.6791e-06	2.35579e-05	0	7.81849e-06	0	0	0	0	2.12441e-06	0
ID_5224	5.59621e-07	0	0	0	0	0	0	0	2.78755e-07	0	0	0	0	0	0	0	0	0	0	2.25403e-06
ID_5363	2.41891e-07	1.12273e-05	1.91734e-07	0	0	0	4.31055e-06	1.12239e-06	1.14585e-05	0	1.67776e-06	9.60349e-06	1.16448e-06	1.95906e-07	0	0	0	0	9.00417e-08	0
ID_5430	0	0	0	0	0	0	0	0	0	5.6009e-07	0	0	0	0	0	0	1.39139e-07	0	0	0
ID_5484	0	0	0	0	0	0	0	0	0	0	2.1562e-07	0	0	0	7.57031e-07	0	0	0	0	0
ID_5674	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8278e-07	0	0	0	0	0	0
ID_5707	0	0	0	0	0	0	0	0	1.62729e-07	0	0	0	0	0	0	0	0	0	0	0
ID_5825	0	2.38854e-07	0	6.52489e-07	0	0	3.89112e-07	4.55425e-07	1.58557e-07	0	6.57077e-07	7.10739e-07	0	2.62657e-07	0	0	0	0	3.66057e-07	0
ID_5856	0	0	0	0	0	0	0	0	0	0	0	0	1.90975e-06	0	0	0	0	8.58271e-07	0	4.84993e-07
ID_5869	0	1.911e-08	0	0	0	0	0	0	0	3.30179e-07	0	0	0	0	0	0	0	0	0	1.78429e-06
ID_5894	2.27557e-08	5.87305e-08	0	2.33556e-07	0	0	0	0	2.05667e-08	3.31278e-07	3.35356e-07	0	0	0	8.71591e-07	0	2.44938e-07	1.88114e-07	0	1.01871e-07
ID_5922	4.42418e-06	1.69501e-05	6.79983e-07	3.12412e-05	4.45209e-07	2.78898e-07	9.31302e-06	9.82478e-06	8.92956e-06	3.43865e-06	2.29032e-05	4.11567e-06	0	1.5446e-06	3.18532e-07	0	0	1.07005e-06	9.21961e-06	2.61745e-06
ID_6067	0	0	0	0	0	0	0	8.48623e-06	0	0	0	7.48019e-06	0	0	0	0	0	0	0	0
ID_6105	0	0	0	0	0	0	0	1.95624e-07	0	0	0	0	0	1.60259e-07	0	0	0	0	0	0
ID_6156	1.36369e-06	3.6474e-06	3.58762e-07	7.09143e-07	0	1.44028e-07	1.80688e-05	1.44729e-05	7.64631e-06	1.77565e-06	6.27138e-06	1.29813e-05	1.24897e-06	4.36048e-06	0	0	0	0	5.18563e-07	8.70329e-07
ID_6181	0	0	0	0	0	0	0	8.73457e-06	0	0	0	6.5766e-06	0	0	0	0	0	0	0	0
ID_6183	1.89175e-06	3.59749e-06	0	1.23835e-06	0	4.06194e-07	2.03521e-05	6.41977e-06	9.72222e-06	4.25577e-06	6.31419e-06	9.62176e-06	2.33614e-06	6.05918e-06	0	0	0	0	9.50768e-07	3.68502e-07
ID_6187	2.03758e-07	4.44929e-07	1.5094e-07	8.1089e-08	0	0	4.50068e-07	1.4743e-07	2.10853e-07	1.00621e-06	5.84182e-08	3.51084e-07	0	7.32636e-07	5.88542e-07	0	0	0	2.35404e-07	6.34024e-07
ID_6247	0.000136096	0.000243114	0.000205867	0.000179191	0.000325303	0.000318601	0.000129719	7.02838e-05	0.000146427	0.000340322	9.91712e-05	6.65763e-05	0.000378678	0.000112787	0.000205835	0.000315462	0.00029683	0.000349275	0.00013025	0.000220528
ID_6459	6.88654e-06	2.9612e-05	1.16012e-06	4.54946e-05	3.97855e-06	4.53428e-07	1.10288e-05	1.50571e-05	1.23798e-05	8.22648e-06	2.09004e-05	6.7587e-06	1.48569e-05	2.93308e-06	1.74584e-06	6.80815e-06	1.08063e-06	3.54284e-06	1.15402e-05	9.5703e-06
ID_6464	0	0	0	0	0	0	6.02793e-08	0	3.39786e-08	0	0	0	0	0	0	0	0	0	0	0
ID_6525	4.75143e-06	1.41137e-06	9.48484e-08	1.1483e-07	6.16242e-07	1.92178e-07	1.5522e-06	7.81579e-07	1.77035e-06	6.23583e-06	8.66214e-07	3.29571e-07	6.10274e-06	4.21464e-07	1.13667e-05	6.19447e-06	5.35306e-07	7.24874e-07	5.37542e-06	3.38528e-06
ID_6529	0	0	0	0	0	0	2.40838e-08	0	4.75889e-08	0	0	0	0	0	0	0	0	0	0	0
ID_6579	0	2.29052e-08	0	2.92653e-07	0	0	4.47982e-07	3.56295e-07	2.32516e-08	0	7.87728e-07	2.99373e-07	0	0	0	0	0	0	0	0
ID_6727	0	0	0	0	0	0	0	0	0	1.73839e-07	0	0	0	0	1.87281e-07	0	0	0	0	2.16599e-07
ID_6841	9.07753e-08	7.88517e-08	0	2.39006e-07	0	0	0	0	5.4788e-08	1.54298e-06	3.51928e-07	0	0	2.41312e-08	1.6204e-06	0	1.11622e-07	0	0	0
ID_6846	0	0	6.31306e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID_6897	0	0	0	0	0	0	0	0	0	0	0	3.32945e-07	0	0	0	0	0	0	0	0
ID_6937	2.16979e-05	0	1.04394e-05	1.21289e-05	2.51871e-06	3.76395e-06	7.05542e-06	5.9787e-05	2.27544e-05	2.11915e-05	0.000127903	3.39223e-06	1.19359e-06	1.71454e-05	1.38229e-06	0	3.16052e-06	5.03659e-06	1.0139e-06	2.51582e-05
ID_7001	0	0	1.09098e-05	3.96552e-06	0	1.72454e-06	0	0	1.91907e-07	5.40445e-06	1.51164e-06	0	0	0	7.52147e-07	0	6.07222e-06	0	0	1.90956e-05
ID_7096	0	0	0	4.72814e-08	0	0	0	0	0	0	0	0	0	2.84113e-07	4.654e-07	0	0	0	0	1.03742e-06
ID_7278	0	0	0	1.37721e-07	0	0	0	0	0	0	0	0	0	2.68276e-07	0	0	0	1.47132e-06	0	3.52871e-06
ID_7299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.79472e-07
ID_7350	0	0	0	0	0	0	0	0	0	1.16967e-07	0	0	0	0	0	0	0	0	0	0
ID_7676	0	0	6.26106e-06	0	0	0	0	0	0	0	0	0	0	0	1.38197e-06	0	0	0	0	1.18423e-06
ID_7749	2.72372e-05	8.13914e-08	5.9615e-06	9.10048e-06	2.71308e-06	1.78876e-06	6.99592e-06	5.89497e-05	2.02432e-05	1.93933e-05	0.000121006	3.60398e-06	1.34639e-06	1.75779e-05	9.61496e-06	0	3.4344e-06	2.76625e-06	8.61199e-07	2.16427e-05
ID_7894	1.16594e-06	0	0	0	0	0	0	0	0	0	0	0	0	5.35734e-06	0	0	0	0	3.44492e-06	0
ID_7977	0	6.66793e-07	0	7.97817e-06	0	0	1.01919e-05	3.61185e-06	1.33816e-06	0	2.1943e-06	1.98842e-05	0	7.2818e-06	0	0	0	0	1.83176e-06	0
ID_8042	0	0	6.02647e-07	0	1.05421e-06	3.32091e-07	0	0	8.24236e-07	2.27804e-06	7.52489e-07	0	3.85186e-06	0	8.741e-06	6.07015e-06	3.66863e-07	0	0	1.06031e-05
ID_8049	0	0	4.43458e-05	0	0	0	0	0	0	0	0	0	0	0	5.11841e-05	0	7.20473e-05	0.000102106	0	4.28544e-05
ID_8065	8.33278e-07	1.97671e-06	0	2.61919e-06	0	0	9.47421e-06	2.49241e-06	3.10677e-07	3.50714e-07	8.73113e-06	1.10451e-05	0	1.12219e-05	0	1.52139e-06	0	0	6.84976e-07	0
ID_8094	1.46381e-07	0	0	0	0	0	0	0	0	7.22603e-06	8.36319e-07	0	0	0	0	0	0	0	0	0
ID_8105	2.92761e-08	0	9.43924e-08	0	0	0	0	0	0	0	0	0	0	0	4.47964e-07	0	0	0	0	0
ID_8309	2.93274e-07	0	1.33427e-05	0	1.32486e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9517e-06
ID_8409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.82022e-06
ID_8414	2.16007e-07	0	2.90548e-05	0	8.00243e-06	0	0	0	0	0	0	0	1.86501e-06	0	0	0	0	0	0	1.39457e-06
ID_8531	2.57923e-07	0	0	5.0944e-08	0	0	0	0	2.33092e-07	0	0	0	0	0	0	0	1.1847e-07	0	0	0
ID_8810	1.50315e-05	0	3.13381e-06	1.84522e-06	0	0	6.87124e-06	5.64716e-05	5.26886e-06	1.33033e-06	4.68743e-05	4.17184e-06	2.24992e-06	1.04105e-05	0	0	2.20118e-06	0	4.4748e-07	0
ID_8912	1.46381e-06	3.58502e-06	2.18395e-07	4.17842e-07	0	0	2.06398e-05	1.62546e-05	9.20652e-06	2.06902e-06	6.07299e-06	1.39763e-05	2.00714e-06	4.9459e-06	0	3.17408e-06	2.60495e-07	0	6.37273e-07	3.13118e-07
ID_9160	0	0	0	8.58354e-08	0	0	0	0	0	0	0	0	0	0	8.62615e-07	0	0	0	0	0
ID_9203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.12288e-07	0	0	0	0	8.7489e-08
ID_9288	1.03397e-07	2.922e-08	2.24329e-07	0	1.78994e-07	0	0	0	0	1.27275e-07	0	0	0	0	2.67195e-06	0	0	1.7002e-06	0	4.52607e-06
ID_9321	0	3.30627e-06	0	2.69505e-06	0	0	3.85945e-06	4.16788e-06	1.95935e-06	1.99774e-07	6.90463e-06	8.10866e-06	0	7.87732e-07	0	0	0	0	5.66178e-07	3.62139e-07
ID_9347	0	3.89781e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID_9445	8.22334e-06	1.25121e-07	1.0363e-06	1.23147e-05	0	8.01132e-08	0	7.19171e-07	0	5.4066e-07	1.55771e-07	1.0504e-07	0	5.0859e-06	0	0	1.072e-06	0	2.08297e-05	1.08508e-06
ID_9500	1.43162e-06	0	0	0	0	0	0	0	0	0	0	0	0	1.64438e-06	0	0	0	0	0	0
ID_9635	7.6017e-07	1.06056e-06	1.27474e-06	1.90481e-06	0	9.09699e-07	8.07838e-07	6.44543e-07	8.23588e-07	0	9.21068e-07	4.69923e-07	0	1.40033e-06	1.01306e-06	0	1.67062e-06	0	1.62675e-06	7.87691e-07
ID_9640	0	0	0	0	0	0	0	0	0	0	0	3.40781e-07	0	0	0	0	2.85127e-07	0	0	0
ID_10098	0	0	0	2.07261e-07	0	0	3.59521e-07	0	0	0	0	5.5743e-07	0	4.51419e-07	1.0528e-06	0	0	0	0	0
ID_10120	0	0	0	7.77583e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID_10168	0	0	0	1.8987e-07	0	0	0	0	0	0	0	0	0	1.11908e-07	0	0	0	0	0	0
ID_10194	0	0	0	0	0	0	0	0	0	0	1.6484e-07	0	0	0	0	0	0	0	0	0
ID_10234	0	0	0	1.82435e-07	0	3.78801e-07	0	0	1.04351e-07	0	0	2.50169e-08	0	0	0	0	0	0	0	0
ID_10554	0	0	0	0	0	0	0	0	2.06446e-07	3.35717e-06	4.56411e-07	0	0	0	0	0	8.40144e-07	0	0	0
ID_10557	5.20419e-06	1.48895e-07	9.20597e-07	1.08178e-05	0	0	0	3.85965e-07	0	2.59635e-07	7.5464e-08	1.23215e-07	0	4.84848e-06	0	0	1.15715e-06	0	8.0462e-06	4.71968e-07
ID_10622	1.76364e-07	2.55799e-07	1.50716e-06	8.54295e-07	1.24965e-06	0	0	0	8.05975e-07	1.03388e-05	8.02766e-07	5.09167e-08	2.18829e-06	2.09813e-07	1.15111e-05	8.74265e-06	2.39259e-06	5.42715e-06	1.12666e-07	1.08182e-05
ID_10666	0	2.2923e-07	0	7.11351e-08	0	0	5.78046e-06	1.19398e-06	2.83716e-06	6.36743e-07	9.64269e-08	1.48025e-06	0	7.2901e-08	0	0	0	0	1.77379e-07	0
ID_10763	1.15728e-06	0	0	0	0	0	0	0	0	0	0	0	0	1.45324e-06	0	0	0	0	0	0
ID_10764	5.33285e-06	4.62988e-05	0	3.79253e-07	0	3.1506e-07	4.27985e-05	1.41864e-05	2.88375e-05	3.5409e-06	1.70717e-05	4.39819e-05	0	6.32979e-06	0	0	0	0	1.85997e-06	4.29032e-07
ID_10786	0	0	0	0	0	0	0	0	0	0	6.25268e-08	0	0	0	0	0	0	0	0	5.01405e-07
ID_10798	2.53758e-07	5.90818e-07	1.25362e-06	1.008e-07	1.78841e-06	1.39431e-07	1.62664e-07	0	3.85047e-07	6.22858e-06	8.03049e-07	3.68334e-08	7.25199e-06	1.71928e-07	1.01962e-05	5.13789e-06	2.94524e-06	2.45429e-06	2.30405e-07	3.01409e-06
ID_10859	0	0	0	0	0	0	0	0	0	4.69108e-07	7.17797e-08	0	0	0	0	0	0	0	0	0
ID_10869	2.88298e-06	0	0	0	0	0	0	0	0	0	0	0	0	2.50187e-06	0	0	0	0	0	0
ID_11030	7.26663e-08	4.552e-07	2.49791e-07	6.02747e-08	4.0005e-06	0	0	0	1.34093e-07	7.04428e-06	5.10516e-07	7.2132e-08	1.45782e-06	1.23542e-07	9.97625e-06	4.5401e-06	1.73418e-06	6.28962e-07	7.85936e-08	2.30502e-06
ID_11298	0	0	2.91588e-07	0	0	0	0	0	0	0	0	0	1.08602e-06	0	0	0	0	0	0	0
ID_11378	0	4.27293e-06	0	0	0	0	9.33769e-07	9.38693e-08	3.37453e-08	0	0	5.13604e-07	0	0	0	0	0	0	0	0
ID_11713	5.50282e-06	1.81394e-06	1.30024e-07	3.7853e-06	8.1443e-07	2.57026e-07	3.05351e-06	5.14249e-06	1.72585e-05	5.85297e-07	4.53575e-06	1.32314e-05	7.57836e-07	5.90457e-06	3.0842e-07	4.77769e-06	8.67744e-07	0	2.9424e-06	0
ID_11758	1.00628e-05	1.10088e-05	1.64636e-05	6.80085e-06	4.74855e-06	8.56795e-07	1.03753e-05	7.61362e-06	9.53975e-06	1.3599e-05	1.37725e-05	2.99391e-06	7.45467e-06	3.87317e-06	1.95883e-05	1.96282e-05	8.18196e-06	3.24575e-05	7.89685e-06	2.68606e-05
ID_11766	2.55789e-07	7.58994e-07	9.64048e-07	1.02103e-07	3.54822e-06	1.41234e-07	1.60413e-07	0	7.30393e-07	9.32251e-06	5.97308e-07	1.08845e-07	6.36729e-06	6.94606e-08	9.42088e-06	5.12432e-06	1.41302e-06	7.10294e-07	1.0433e-07	1.12249e-06
ID_12038	3.48298e-07	8.60281e-07	5.71492e-07	6.00752e-07	1.21617e-06	0	1.8156e-07	0	1.01436e-06	9.46888e-06	9.97266e-07	5.15228e-08	6.6533e-06	4.62401e-08	1.36437e-05	0	4.73207e-06	2.91447e-06	8.68718e-08	4.21264e-06
ID_12113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.42066e-07	0	1.13109e-06
ID_12135	8.30447e-07	0	0	0	0	0	0	0	0	0	0	0	0	9.62038e-06	0	0	0	0	0	0
ID_12168	0	0	2.60048e-07	0	6.66395e-06	0	0	0	7.02801e-08	1.16829e-06	2.11457e-07	0	0	0	4.89649e-06	4.81861e-06	2.89248e-07	1.6348e-06	0	8.82057e-07
ID_12242	0	0	0	0	0	0	0	0	0	0	5.17185e-08	0	0	0	0	0	0	4.1197e-07	0	0
ID_12272	7.05121e-05	0.000166172	0.000300429	6.88386e-05	0.000389705	0.000375216	8.01208e-05	3.40183e-05	0.000101658	0.000315892	4.81188e-05	3.09603e-05	0.000328015	4.42611e-05	0.00027769	0.000347114	0.000470044	0.000575403	7.41619e-05	0.000248986
ID_12406	1.85857e-07	6.16613e-07	5.99711e-07	1.46578e-07	3.89291e-06	2.58883e-07	8.17401e-08	0	4.78658e-07	1.11347e-05	7.87689e-07	4.59603e-08	5.54367e-06	6.45639e-08	1.06747e-05	2.34928e-06	2.7199e-06	3.06786e-06	1.44003e-07	2.12825e-06
ID_12557	1.88761e-05	0	4.75774e-07	1.26213e-05	0	7.08385e-07	3.86203e-06	1.34758e-06	4.16438e-07	0	7.4942e-07	6.62867e-06	4.62408e-07	2.43596e-05	7.52754e-07	0	1.59249e-06	1.99501e-07	1.39249e-05	1.17996e-06
ID_12623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38689e-07	0
ID_12853	0	0	0	0	0	0	1.73904e-07	1.16385e-07	0	0	0	1.53002e-07	0	1.16776e-07	0	0	0	0	0	0
ID_12854	9.66607e-07	6.68361e-07	0	0	0	0	5.9352e-07	0	0	0	5.47243e-07	2.21945e-07	0	4.13217e-07	0	0	9.24865e-07	0	2.51355e-07	0
ID_13001	0	0	9.83648e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID_13054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4444e-06
ID_13095	0	0	3.12355e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID_13391	1.33847e-06	0	3.28632e-05	6.00977e-07	9.17683e-06	4.71677e-07	0	0	4.62842e-07	0	0	0	1.40422e-06	1.05538e-07	5.85843e-07	0	4.43365e-06	0	0	5.79559e-06
ID_13710	0	0	0	7.41237e-08	0	0	1.4998e-07	0	0	0	0	4.59568e-07	0	0	0	0	0	0	0	0
ID_13970	8.20024e-07	0	0	0	0	0	0	0	2.52892e-07	0	0	0	0	0	0	0	0	0	0	3.66859e-06
